"Agent 0","Agent 1","Agent 2","Agent 3"
"-185.7709034293674","-184.93910157614857","-167.80469150082274","-159.69395218426624"
"-135.96395042004303","-122.64037411833272","-133.88524473334587","-135.22442105614687"
"-48.91578647514394","-44.66689452129922","-63.49232679490387","-66.54315113385915"
"56.59215370467589","54.26385920877967","49.52281034463428","46.747667433068635"
"98.31024886307995","102.31069349292797","104.83475403326888","103.90598077014673"
